CS_Voltage,CS_Current,VBNL-N_Voltage,VBNL-N_Current,VDD33_N_Voltage,VDD33_N_Current,WE_Voltage,WE_Current,ADDR[9]_Voltage,ADDR[9]_Current,ADDR[8]_Voltage,ADDR[8]_Current,ADDR[7]_Voltage,ADDR[7]_Current,ADDR[6]_Voltage,ADDR[6]_Current,ADDR[5]_Voltage,ADDR[5]_Current,ADDR[4]_Voltage,ADDR[4]_Current,ADDR[3]_Voltage,ADDR[3]_Current,ADDR[2]_Voltage,ADDR[2]_Current,ADDR[1]_Voltage,ADDR[1]_Current,ADDR[0]_Voltage,ADDR[0]_Current,VDD_Voltage,VDD_Current,VSS_Voltage,VSS_Current,SA_Voltage,SA_Current
1.5000006249999998,7.551033854166667e-05,1.5000006249999998,-2.1354166666666668e-09,1.500003125,8.940390624999998e-06,6.249999999999999e-07,-5.1743489583333336e-05,1.5000012500000002,0.00014072263020833335,1.499999375,3.0150208333333333e-05,0.0,-1.885703125e-06,1.5000025,0.00026369760416666664,1.8750000000000003e-06,-7.651864583333333e-05,0.0,-0.0003618725,1.5000006249999998,0.00063112125,0.0,-0.000468053046875,0.0,-0.0007363180729166666,1.5,0.00010081257812500002,0.59249375,0.001000000078125,6.249999999999999e-07,1.3281250000000001e-09,-6.249999999999999e-07,1.3932291666666667e-08
1.499999375,3.8763359375e-05,1.5000006249999998,-2.369791666666667e-09,1.49999875,3.630208333333334e-08,-2.4999999999999998e-06,-0.000158857109375,1.4999975,0.00014027169270833335,1.499998125,3.010533854166667e-05,-4.3750000000000005e-06,-1.246703125e-05,1.49999875,0.00020096502604166668,-6.249999999999999e-07,-0.00023037549479166668,-1.2499999999999999e-06,-0.0005891827604166666,1.5000006249999998,0.000414344375,4.3750000000000005e-06,-0.0007587694270833333,1.499994375,0.0007343594791666667,-6.249999999999999e-07,-5.116783854166667e-05,0.957958125,0.0009999998177083335,-3.7500000000000005e-06,5.46875e-10,2.4999999999999998e-06,1.3255208333333333e-08
1.5000012500000002,3.7567630208333335e-05,1.499998125,-2.9687499999999997e-09,1.500003125,1.453125e-08,3.125e-06,-0.00016482036458333332,1.500001875,0.000140356328125,1.500001875,3.0064322916666668e-05,1.8750000000000003e-06,-1.3055078124999999e-05,1.5000012500000002,0.00019988164062500002,-6.249999999999999e-07,-0.00023979690104166667,6.249999999999999e-07,-0.0005981348177083333,1.5000025,0.00040582679687499993,1.8750000000000003e-06,-0.00077006375,1.5000025,0.0007157872135416666,1.5,7.178559895833333e-05,0.972151875,0.0009999995052083334,-3.7500000000000005e-06,9.375000000000001e-10,-3.7500000000000005e-06,1.3359375000000001e-08
1.49999875,5.011361979166667e-05,1.500003125,-3.776041666666666e-09,1.49999875,2.6562500000000002e-09,1.8750000000000003e-06,-0.00011259960937500002,1.49999875,0.000140535625,1.49999875,3.0161640625e-05,1.2499999999999999e-06,-7.847916666666667e-06,1.499998125,0.00021830020833333333,-6.249999999999999e-07,-0.00016075247395833334,0.0,-0.000512959453125,1.4999975,0.000485944140625,1.499995625,0.0006274299739583333,0.035783125,-0.0009972951562500002,1.2499999999999999e-06,-3.352143229166667e-05,0.8336075000000001,0.0009999996614583333,1.8750000000000003e-06,1.5104166666666667e-09,2.4999999999999998e-06,1.2630208333333332e-08
1.49999875,4.867421875e-05,1.500001875,-2.5e-09,1.499995625,2.2916666666666665e-09,-2.4999999999999998e-06,-0.00011791244791666668,1.500001875,0.00014042815104166667,1.5000006249999998,3.0055104166666665e-05,1.2499999999999999e-06,-8.425260416666667e-06,1.499999375,0.0002158364322916667,-3.125e-06,-0.000168339140625,6.249999999999999e-07,-0.0005228723958333333,1.4999975,0.00047654098958333337,1.5000012500000002,0.0006153889583333334,0.05099125,-0.0009988313020833333,1.500001875,7.809e-05,0.8494943750000001,0.0010000002604166668,0.0,3.411458333333333e-09,-3.125e-06,1.3385416666666667e-08
1.499998125,2.7273125e-05,1.500001875,-2.0052083333333333e-09,1.49999875,3.802083333333333e-09,-6.874999999999999e-06,-0.00022871583333333335,1.5000012500000002,0.00013990265624999997,1.5000006249999998,3.0044765625e-05,1.2499999999999999e-06,-1.86890625e-05,1.4999968750000001,0.00018597171875000003,-7.500000000000001e-06,-0.00034091091145833333,-5.625e-06,-0.0006829019270833335,1.499994375,0.0003275166927083333,1.4999906250000001,0.00042567518229166666,1.49998,0.000556562734375,-6.249999999999999e-07,-7.942471354166666e-05,1.1000543749999998,0.0006611372916666667,4.3750000000000005e-06,2.7343750000000003e-09,1.2499999999999999e-06,1.3359375000000001e-08
1.5,2.7272916666666664e-05,1.499999375,-3.0989583333333336e-09,1.5,3.7500000000000005e-09,-6.249999999999999e-07,-0.000228598359375,1.4999975,0.00014201773437500003,1.500003125,2.989421875e-05,-3.125e-06,-1.8700859375e-05,1.5,0.00018630330729166666,-6.25e-06,-0.0003408610416666667,-1.2499999999999999e-06,-0.0006833625781249999,1.5000006249999998,0.000327123828125,1.49999875,0.0004251567447916667,1.4999975,0.0005544169791666667,1.5000012500000002,6.7265078125e-05,1.100013125,0.0005608066406249999,-6.249999999999999e-07,1.8750000000000002e-09,-6.249999999999999e-07,1.21875e-08
1.5000037499999999,7.758565104166666e-05,1.500003125,-1.3802083333333333e-09,1.500001875,3.251015625e-06,6.249999999999999e-07,-4.831598958333333e-05,1.500001875,0.00014211955729166668,1.500001875,3.022578125e-05,6.249999999999999e-07,-1.5924739583333333e-06,1.5000012500000002,0.00026859927083333336,-6.249999999999999e-07,-7.184651041666666e-05,1.4999962500000001,0.0006618415104166667,-4.3750000000000005e-06,-0.00035919111979166663,6.249999999999999e-07,-0.0004512116927083333,2.4999999999999998e-06,-0.0007089638802083333,-6.249999999999999e-07,-1.3817369791666669e-05,0.571456875,0.0010000004427083333,-2.4999999999999998e-06,1.0416666666666667e-09,0.0,1.34375e-08
1.5000025,7.5898203125e-05,1.49999875,-1.8750000000000002e-09,1.49999875,3.989348958333334e-06,-6.249999999999999e-07,-5.0669791666666676e-05,1.499999375,0.00014213997395833334,1.5000006249999998,3.0228125e-05,1.2499999999999999e-06,-1.794479166666667e-06,1.5000025,0.0002656456770833333,-1.8750000000000003e-06,-7.503531250000001e-05,1.5,0.000653884375,-1.8750000000000003e-06,-0.00036767424479166666,-1.2499999999999999e-06,-0.0004620596875,6.249999999999999e-07,-0.0007269631250000001,1.499999375,0.00010208794270833334,0.5850268750000001,0.0010000003645833334,1.8750000000000003e-06,1.3541666666666668e-09,-6.249999999999999e-07,1.3802083333333332e-08
1.5000006249999998,3.851929687500001e-05,1.499995,-1.5104166666666667e-09,1.49999875,5.598958333333333e-09,-6.249999999999999e-07,-0.00015714880208333334,1.49999875,0.00014205109375,1.499998125,3.0166328125000002e-05,-3.125e-06,-1.2265572916666667e-05,1.5,0.00020194265625,-1.8750000000000003e-06,-0.00022639828125,1.5000012500000002,0.0004469573697916667,6.249999999999999e-07,-0.0005982186458333333,-1.2499999999999999e-06,-0.0007548940625000001,1.4999968750000001,0.0007403208072916666,-1.8750000000000003e-06,-5.0476328125e-05,0.9530987500000001,0.00099999921875,-2.4999999999999998e-06,7.291666666666668e-10,-3.125e-06,1.2890625e-08
