vcc_Voltage,vcc_Current,Refgnd_Voltage,Refgnd_Current,Refin_Voltage,Refin_Current,Vee_Voltage,Vee_Current,DacOut_Voltage,DacOut_Current,Pwrgnd_Voltage,Pwrgnd_Current,bit1_Voltage,bit1_Current,bit2_Voltage,bit2_Current,bit3_Voltage,bit3_Current,bit4_Voltage,bit4_Current,bit5_Voltage,bit5_Current,bit6_Voltage,bit6_Current,bit7_Voltage,bit7_Current,bit8_Voltage,bit8_Current,bit9_Voltage,bit9_Current,bit10_Voltage,bit10_Current,bit11_Voltage,bit11_Current,bit12_Voltage,bit12_Current
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
